time,open,high,low,close,tick_volume,spread,real_volume
2023-11-17 12:40:00,1991.64,1992.08,1991.52,1992.0,441,30,0
2023-11-17 12:45:00,1991.99,1992.04,1991.17,1991.63,451,30,0
2023-11-17 12:50:00,1991.62,1991.92,1991.38,1991.47,287,30,0
2023-11-17 12:55:00,1991.47,1992.0,1991.35,1991.79,253,30,0
2023-11-17 13:00:00,1991.78,1991.81,1990.73,1991.25,395,30,0
2023-11-17 13:05:00,1991.26,1991.3,1989.62,1989.63,377,30,0
2023-11-17 13:10:00,1989.58,1990.22,1989.09,1989.3,472,30,0
2023-11-17 13:15:00,1989.3,1989.36,1988.38,1989.36,368,30,0
2023-11-17 13:20:00,1989.3,1990.01,1988.9,1989.65,362,30,0
2023-11-17 13:25:00,1989.65,1991.02,1989.5,1990.98,340,30,0
2023-11-17 13:30:00,1991.0,1991.08,1989.67,1989.67,346,30,0
2023-11-17 13:35:00,1989.59,1989.7,1988.28,1988.52,358,30,0
2023-11-17 13:40:00,1988.52,1988.52,1987.39,1987.93,453,30,0
2023-11-17 13:45:00,1987.93,1989.88,1987.84,1989.7,389,30,0
2023-11-17 13:50:00,1989.66,1990.68,1989.2,1989.55,348,30,0
2023-11-17 13:55:00,1989.55,1989.81,1988.78,1988.84,265,30,0
2023-11-17 14:00:00,1988.82,1989.09,1988.18,1989.08,391,30,0
2023-11-17 14:05:00,1989.08,1990.17,1989.01,1989.78,332,30,0
2023-11-17 14:10:00,1989.78,1989.89,1989.21,1989.33,376,30,0
2023-11-17 14:15:00,1989.33,1989.55,1988.54,1988.65,296,30,0
2023-11-17 14:20:00,1988.64,1988.94,1987.65,1988.77,338,30,0
2023-11-17 14:25:00,1988.76,1990.02,1988.73,1989.88,439,30,0
2023-11-17 14:30:00,1989.88,1990.72,1989.57,1989.76,478,30,0
2023-11-17 14:35:00,1989.77,1989.93,1988.49,1989.22,374,30,0
2023-11-17 14:40:00,1989.23,1990.08,1989.16,1989.55,397,30,0
2023-11-17 14:45:00,1989.55,1990.02,1989.43,1990.01,321,30,0
2023-11-17 14:50:00,1990.01,1990.45,1989.09,1989.43,292,30,0
2023-11-17 14:55:00,1989.41,1989.5,1988.36,1988.69,395,30,0
2023-11-17 15:00:00,1988.67,1989.37,1988.1,1989.09,615,30,0
2023-11-17 15:05:00,1989.09,1990.37,1988.82,1990.3,538,30,0
2023-11-17 15:10:00,1990.27,1991.43,1989.52,1991.34,496,30,0
2023-11-17 15:15:00,1991.35,1991.58,1990.51,1991.01,615,30,0
2023-11-17 15:20:00,1991.01,1991.01,1989.56,1989.85,672,30,0
2023-11-17 15:25:00,1989.79,1989.83,1988.82,1989.52,468,30,0
2023-11-17 15:30:00,1989.49,1990.57,1988.87,1990.12,701,30,0
2023-11-17 15:35:00,1990.11,1990.26,1987.49,1987.61,695,30,0
2023-11-17 15:40:00,1987.6,1987.77,1984.49,1985.15,677,30,0
2023-11-17 15:45:00,1985.1,1986.2,1983.6,1984.77,681,30,0
2023-11-17 15:50:00,1984.88,1985.06,1983.93,1983.93,623,30,0
2023-11-17 15:55:00,1983.9,1985.53,1983.79,1984.77,641,30,0
2023-11-17 16:00:00,1984.78,1986.66,1984.33,1986.39,692,30,0
2023-11-17 16:05:00,1986.38,1986.59,1985.14,1986.22,625,30,0
2023-11-17 16:10:00,1986.21,1986.24,1984.41,1984.65,623,30,0
2023-11-17 16:15:00,1984.59,1985.2,1983.7,1984.79,636,30,0
2023-11-17 16:20:00,1984.8,1984.94,1983.92,1984.72,548,30,0
2023-11-17 16:25:00,1984.71,1984.8,1983.53,1984.23,640,30,0
2023-11-17 16:30:00,1984.19,1985.91,1983.71,1984.21,818,30,0
2023-11-17 16:35:00,1984.25,1984.31,1981.9,1982.73,831,30,0
2023-11-17 16:40:00,1982.81,1983.54,1981.79,1982.39,773,30,0
2023-11-17 16:45:00,1982.39,1983.47,1980.85,1981.28,673,30,0
2023-11-17 16:50:00,1981.28,1982.42,1979.54,1979.63,752,30,0
2023-11-17 16:55:00,1979.63,1980.95,1979.36,1980.39,674,30,0
2023-11-17 17:00:00,1980.37,1982.49,1979.97,1982.38,688,30,0
2023-11-17 17:05:00,1982.38,1983.45,1982.2,1982.3,604,30,0
2023-11-17 17:10:00,1982.29,1982.48,1980.27,1981.09,587,30,0
2023-11-17 17:15:00,1981.1,1982.75,1980.96,1982.3,647,30,0
2023-11-17 17:20:00,1982.29,1982.72,1981.38,1982.4,574,30,0
2023-11-17 17:25:00,1982.37,1982.51,1980.98,1982.51,589,30,0
2023-11-17 17:30:00,1982.51,1983.37,1982.37,1983.17,625,30,0
2023-11-17 17:35:00,1983.18,1984.33,1982.88,1983.48,635,30,0
2023-11-17 17:40:00,1983.5,1983.5,1982.07,1983.16,463,30,0
2023-11-17 17:45:00,1983.17,1983.71,1982.61,1983.47,580,30,0
2023-11-17 17:50:00,1983.46,1983.96,1982.95,1982.96,566,30,0
2023-11-17 17:55:00,1982.95,1983.69,1982.76,1983.46,457,30,0
2023-11-17 18:00:00,1983.56,1983.6,1982.01,1983.12,547,30,0
2023-11-17 18:05:00,1983.11,1984.71,1983.03,1984.7,599,30,0
2023-11-17 18:10:00,1984.68,1985.29,1984.1,1984.12,558,30,0
2023-11-17 18:15:00,1984.1,1984.29,1982.43,1983.3,540,30,0
2023-11-17 18:20:00,1983.29,1983.39,1982.39,1983.09,553,30,0
2023-11-17 18:25:00,1982.94,1982.97,1981.18,1981.77,562,30,0
2023-11-17 18:30:00,1981.7,1981.81,1980.68,1981.37,571,30,0
2023-11-17 18:35:00,1981.34,1981.65,1980.24,1980.69,522,30,0
2023-11-17 18:40:00,1980.7,1980.77,1979.68,1980.23,466,30,0
2023-11-17 18:45:00,1980.24,1980.68,1979.41,1980.1,492,30,0
2023-11-17 18:50:00,1980.1,1981.77,1979.77,1981.08,581,30,0
2023-11-17 18:55:00,1981.11,1981.67,1980.76,1981.11,529,30,0
2023-11-17 19:00:00,1981.12,1981.12,1979.87,1980.35,418,30,0
2023-11-17 19:05:00,1980.38,1980.48,1978.95,1979.39,436,30,0
2023-11-17 19:10:00,1979.42,1979.87,1978.8,1979.8,344,30,0
2023-11-17 19:15:00,1979.84,1979.86,1978.58,1979.82,434,30,0
2023-11-17 19:20:00,1979.84,1980.4,1979.22,1979.39,352,30,0
2023-11-17 19:25:00,1979.39,1980.01,1978.75,1979.68,303,30,0
2023-11-17 19:30:00,1979.69,1980.66,1979.61,1980.12,312,30,0
2023-11-17 19:35:00,1980.16,1980.54,1979.93,1980.24,358,30,0
2023-11-17 19:40:00,1980.22,1981.09,1979.81,1979.89,398,30,0
2023-11-17 19:45:00,1979.9,1980.45,1979.46,1980.14,337,30,0
2023-11-17 19:50:00,1980.08,1980.98,1979.8,1980.97,292,30,0
2023-11-17 19:55:00,1980.97,1981.14,1980.74,1981.04,233,30,0
2023-11-17 20:00:00,1981.05,1981.88,1980.9,1981.88,341,30,0
2023-11-17 20:05:00,1981.85,1982.2,1981.64,1981.77,316,30,0
2023-11-17 20:10:00,1981.79,1982.06,1981.37,1981.45,234,30,0
2023-11-17 20:15:00,1981.48,1982.15,1981.47,1981.47,241,30,0
2023-11-17 20:20:00,1981.48,1982.24,1981.2,1981.94,433,30,0
2023-11-17 20:25:00,1981.93,1982.06,1981.32,1981.91,398,30,0
2023-11-17 20:30:00,1981.93,1982.05,1980.54,1980.98,366,30,0
2023-11-17 20:35:00,1980.96,1982.62,1980.96,1982.39,295,30,0
2023-11-17 20:40:00,1982.4,1982.75,1982.07,1982.31,316,30,0
2023-11-17 20:45:00,1982.33,1982.45,1981.79,1982.01,313,30,0
2023-11-17 20:50:00,1982.03,1982.46,1981.8,1982.43,215,30,0
2023-11-17 20:55:00,1982.42,1982.43,1981.79,1981.96,282,30,0
2023-11-17 21:00:00,1981.98,1981.99,1981.32,1981.55,252,34,0
2023-11-17 21:05:00,1981.56,1981.65,1981.26,1981.41,237,30,0
2023-11-17 21:10:00,1981.44,1981.44,1981.03,1981.24,217,34,0
2023-11-17 21:15:00,1981.24,1981.82,1981.18,1981.56,173,32,0
2023-11-17 21:20:00,1981.57,1981.61,1980.91,1980.98,226,33,0
2023-11-17 21:25:00,1980.98,1981.09,1980.63,1980.88,249,34,0
2023-11-17 21:30:00,1980.87,1981.42,1980.77,1980.77,206,34,0
2023-11-17 21:35:00,1980.78,1980.78,1979.72,1980.15,259,30,0
2023-11-17 21:40:00,1980.14,1980.76,1980.02,1980.51,236,33,0
2023-11-17 21:45:00,1980.51,1980.51,1980.03,1980.18,174,34,0
2023-11-17 21:50:00,1980.19,1980.34,1979.99,1980.17,204,34,0
2023-11-17 21:55:00,1980.22,1980.37,1979.86,1980.34,274,32,0
2023-11-17 22:00:00,1980.34,1980.35,1979.02,1979.04,257,36,0
2023-11-17 22:05:00,1979.03,1979.98,1978.99,1979.92,183,35,0
2023-11-17 22:10:00,1979.92,1980.32,1979.4,1979.97,238,32,0
2023-11-17 22:15:00,1979.98,1980.34,1979.94,1980.01,188,36,0
2023-11-17 22:20:00,1980.01,1980.75,1980.01,1980.57,191,34,0
2023-11-17 22:25:00,1980.55,1981.02,1980.38,1980.79,152,30,0
2023-11-17 22:30:00,1980.76,1980.95,1980.33,1980.76,258,31,0
2023-11-17 22:35:00,1980.77,1980.97,1980.67,1980.79,214,32,0
2023-11-17 22:40:00,1980.8,1980.85,1980.39,1980.64,253,34,0
2023-11-17 22:45:00,1980.64,1980.89,1980.4,1980.6,283,32,0
2023-11-17 22:50:00,1980.63,1980.64,1980.01,1980.55,239,32,0
2023-11-17 22:55:00,1980.55,1980.73,1980.46,1980.69,294,35,0
2023-11-17 23:00:00,1980.71,1980.71,1980.43,1980.63,25,26,0
2023-11-17 23:05:00,1980.62,1980.62,1980.12,1980.12,53,25,0
2023-11-17 23:10:00,1980.14,1980.21,1979.98,1980.05,43,31,0
2023-11-17 23:15:00,1980.2,1980.38,1980.09,1980.13,103,25,0
2023-11-17 23:20:00,1980.1,1980.29,1980.0,1980.15,58,31,0
2023-11-17 23:25:00,1980.15,1980.3,1980.03,1980.15,58,28,0
2023-11-17 23:30:00,1980.2,1980.32,1979.99,1980.04,39,26,0
2023-11-17 23:35:00,1980.08,1980.22,1980.01,1980.16,27,25,0
2023-11-17 23:40:00,1980.18,1980.32,1980.15,1980.26,34,27,0
2023-11-17 23:45:00,1980.07,1980.38,1979.93,1980.22,68,32,0
2023-11-17 23:50:00,1980.24,1980.26,1980.2,1980.21,10,41,0
2023-11-20 01:00:00,1978.15,1978.5,1976.82,1977.44,314,45,0
2023-11-20 01:05:00,1977.51,1978.38,1977.34,1978.26,241,40,0
2023-11-20 01:10:00,1978.25,1978.42,1978.13,1978.28,197,41,0
2023-11-20 01:15:00,1978.28,1978.53,1977.6,1978.13,170,40,0
2023-11-20 01:20:00,1978.04,1978.54,1977.83,1978.34,130,46,0
2023-11-20 01:25:00,1978.32,1978.6,1978.1,1978.48,132,47,0
2023-11-20 01:30:00,1978.56,1978.66,1977.93,1978.29,138,43,0
2023-11-20 01:35:00,1978.32,1978.33,1977.3,1977.82,133,40,0
2023-11-20 01:40:00,1977.83,1978.0,1977.62,1977.96,119,48,0
2023-11-20 01:45:00,1977.99,1978.36,1977.76,1977.86,161,42,0
2023-11-20 01:50:00,1977.88,1977.92,1976.85,1976.85,192,42,0
2023-11-20 01:55:00,1976.85,1976.85,1974.2,1974.54,252,40,0
2023-11-20 02:00:00,1974.48,1974.82,1973.34,1974.82,423,40,0
2023-11-20 02:05:00,1974.85,1975.05,1974.03,1974.32,303,40,0
2023-11-20 02:10:00,1974.32,1974.61,1974.09,1974.26,236,43,0
2023-11-20 02:15:00,1974.26,1974.43,1973.6,1973.73,302,43,0
2023-11-20 02:20:00,1973.79,1974.34,1973.52,1974.28,235,41,0
2023-11-20 02:25:00,1974.26,1974.77,1974.23,1974.58,173,44,0
2023-11-20 02:30:00,1974.56,1975.39,1973.81,1975.39,249,40,0
2023-11-20 02:35:00,1975.39,1975.75,1975.21,1975.63,242,44,0
2023-11-20 02:40:00,1975.63,1976.08,1975.49,1976.0,178,46,0
2023-11-20 02:45:00,1976.02,1976.67,1975.93,1976.62,193,40,0
2023-11-20 02:50:00,1976.61,1977.1,1975.93,1977.09,226,40,0
2023-11-20 02:55:00,1977.12,1977.64,1976.97,1977.36,244,40,0
2023-11-20 03:00:00,1977.36,1978.84,1977.31,1978.81,421,40,0
2023-11-20 03:05:00,1978.82,1981.52,1978.82,1981.37,436,40,0
2023-11-20 03:10:00,1981.37,1981.46,1979.95,1980.59,324,40,0
2023-11-20 03:15:00,1980.59,1982.8,1980.49,1982.43,441,40,0
2023-11-20 03:20:00,1982.42,1982.5,1981.57,1982.18,304,40,0
2023-11-20 03:25:00,1982.16,1983.01,1981.81,1982.65,338,40,0
2023-11-20 03:30:00,1982.58,1982.78,1981.56,1981.98,404,40,0
2023-11-20 03:35:00,1981.99,1982.49,1981.68,1982.05,262,40,0
2023-11-20 03:40:00,1982.03,1982.03,1980.55,1981.26,347,40,0
2023-11-20 03:45:00,1981.25,1981.27,1980.68,1980.95,293,40,0
2023-11-20 03:50:00,1980.92,1981.61,1980.76,1981.1,251,40,0
2023-11-20 03:55:00,1981.1,1981.54,1980.7,1981.02,429,40,0
2023-11-20 04:00:00,1981.02,1981.02,1979.64,1979.67,310,40,0
2023-11-20 04:05:00,1979.68,1980.28,1979.62,1980.22,328,40,0
2023-11-20 04:10:00,1980.24,1980.49,1980.07,1980.45,260,40,0
2023-11-20 04:15:00,1980.47,1981.72,1980.25,1981.58,345,40,0
2023-11-20 04:20:00,1981.58,1981.61,1980.45,1981.27,246,40,0
2023-11-20 04:25:00,1981.27,1983.0,1981.25,1982.88,408,40,0
2023-11-20 04:30:00,1982.88,1985.14,1982.87,1984.36,572,40,0
2023-11-20 04:35:00,1984.36,1984.61,1983.58,1984.13,301,40,0
2023-11-20 04:40:00,1984.11,1984.86,1983.58,1983.85,468,40,0
2023-11-20 04:45:00,1983.83,1983.94,1982.51,1982.55,369,40,0
2023-11-20 04:50:00,1982.56,1983.62,1982.42,1983.62,433,40,0
2023-11-20 04:55:00,1983.6,1984.03,1982.77,1982.83,286,40,0
2023-11-20 05:00:00,1982.83,1982.87,1981.77,1982.02,338,40,0
2023-11-20 05:05:00,1982.03,1982.14,1981.59,1981.65,364,40,0
2023-11-20 05:10:00,1981.7,1981.86,1980.16,1980.59,402,40,0
2023-11-20 05:15:00,1980.62,1981.44,1980.58,1980.93,473,40,0
2023-11-20 05:20:00,1980.95,1981.76,1980.83,1981.69,459,40,0
